profile_1,profile_2,profile_3,profile_4,profile_5,profile_6,profile_7,profile_8,profile_9
,control,control,control,control,treatment,treatment,treatment,treatment
SMARCA4,9.68855,9.73005,9.71633,9.75776,9.54692,9.38425,9.32862,9.50824
SOX2,6.54069,6.72172,6.28946,6.22423,6.33885,6.37995,6.17947,5.92796
SOX2,5.18528,5.68849,5.19626,5.39538,5.41261,5.37577,5.28317,5.61729
IDUA,5.91607,5.77741,5.85158,5.55248,5.61023,5.96238,5.56008,5.9007
PDK2,7.63038,7.52658,7.3589,7.36552,7.42079,7.38027,7.57357,7.49971
XYLT1,4.9467,4.90833,4.90854,4.99853,5.30144,4.6375,4.98653,5.04287
TUBB4B,11.7338,11.9802,12.0087,11.8691,11.4897,11.4453,11.3469,11.6912
MPPE1,7.44405,7.42842,7.49438,7.26363,7.28191,7.51788,7.11875,7.18447
LAMP1,6.21861,6.22725,6.43993,6.1674,6.31494,6.31617,5.9191,6.18448
PRPF40A,10.9074,10.8305,10.8568,10.8922,11.002,11.1218,11.0002,10.9071
TCF3,8.50584,8.41314,8.67835,8.44389,8.30235,8.39723,8.14291,8.32734
TCF3,6.03396,5.74454,5.88986,5.70836,5.815,5.94167,5.74761,5.61891
TCF3,3.92421,4.14331,3.70623,3.68013,3.44711,3.87098,3.86785,4.02577
MYO1F,6.53117,6.5735,6.66449,6.49785,6.56622,6.87146,6.4153,6.60059
RFC5,9.52355,9.62914,9.23047,9.57724,9.52897,9.15882,9.45052,9.38484
COX5B,12.4079,12.3959,12.3328,12.3654,12.4249,12.2778,12.3786,12.4303
COX5B,7.0608,6.98805,7.1399,6.9768,7.01399,6.81606,7.10301,6.81806
GOLGA8N,7.67103,7.46701,7.48794,7.39799,7.82156,7.85201,7.74508,7.57497
ATP5A1,12.4989,12.569,12.5396,12.592,12.3861,12.3545,12.3599,12.3868
LOC103344931,5.26606,5.59977,5.46348,5.49143,5.17417,5.29021,5.17513,5.29665
TMEM262,5.23567,5.06782,5.31391,5.17928,5.16541,5.57289,5.34051,5.54567
KPNA1,7.339,7.72244,7.29928,7.73718,7.2804,7.19267,7.5919,7.51844
SRSF11,5.14754,5.18713,5.06336,5.13944,5.12547,5.05901,4.73816,4.75552
CCNT2,7.74964,7.76265,7.52273,7.97152,7.70575,7.52507,7.82728,7.7464
ATRNL1,4.16358,4.35571,4.35386,4.464,4.23587,4.42946,3.99633,4.31062
ATRNL1,4.79497,4.45101,4.41907,4.45061,4.76083,3.95451,4.0742,3.92144
FLNA,9.07988,9.32631,9.2399,9.394,9.14031,9.20549,9.46165,9.36684
AZIN1,6.30667,5.92383,6.16724,6.24798,6.27572,6.39636,6.53731,6.1235
TRIM66,5.7827,5.5181,5.93381,5.59703,5.67696,5.32856,5.30158,5.54566
MASP1,5.65085,5.67215,5.72227,5.62564,5.84224,5.97061,5.58619,5.08437
RSL1D1,7.67047,7.52417,7.54264,7.86619,7.71921,6.98657,7.55343,7.65782
PPP1R37,4.61819,4.65156,4.98465,4.71066,4.5987,4.72774,4.58902,4.3916
KAZN,4.2683,4.32532,4.45181,3.98285,4.43614,4.48347,4.21817,4.16624
EIF5A,8.46461,8.41114,8.55265,8.35229,8.28593,8.48299,8.40267,8.39988
PAIP1,9.3945,9.50013,9.29751,9.64804,9.29035,9.35222,9.38062,9.38289
SKI,6.49648,6.48326,6.53953,6.3327,6.37543,6.6353,6.29588,6.38757
HSF1,5.62361,5.82214,5.8833,5.85521,5.63406,5.73868,6.01714,5.3802
AA393940,11.5613,11.6285,11.673,11.4822,11.4231,11.4741,11.4748,11.5109
COX4I1,5.61935,5.54115,5.60178,5.43932,5.59733,5.60932,5.49683,5.57252
ARL4C,4.64786,4.51951,4.80299,4.41933,4.50326,4.80446,4.82547,4.64148
ZNF330,8.03396,8.03047,8.2149,8.09475,8.08893,7.93739,8.04628,7.99535
MDM1,6.59054,6.76961,6.19371,7.12172,6.72686,6.38972,6.75442,6.76469
LOC101928747,11.3852,11.3678,11.2965,11.3705,11.5012,11.3389,11.2924,11.3392
HIPK2,5.21733,5.2955,5.3286,5.53453,5.26881,5.03521,4.87764,5.09835
MFAP5,2.87456,2.94058,3.0515,2.78368,3.19243,2.80079,2.8329,2.86131
MFAP5,3.17117,3.62033,3.06098,3.28649,3.1066,3.05842,3.0584,3.271
GNA11,8.18533,8.0587,8.11709,8.06833,8.06551,7.72773,7.78229,8.00569
KSR1,3.9317,4.06544,4.14624,3.90946,3.90244,4.03133,3.82249,4.0001
ASCL1,6.96654,7.19099,7.11309,6.89353,6.7494,6.83865,6.50285,6.77722
KSR1,5.96259,5.52029,5.93823,5.67718,5.81322,6.10706,5.81974,5.82037
KSR1,5.62952,5.55487,5.99399,5.60518,5.54192,5.86467,5.41378,5.62952
IRF2BP1,7.09925,7.06811,7.14541,6.98703,7.02418,7.35301,7.00819,7.04828
GGA2,8.16093,8.12582,8.00114,8.04818,8.09985,8.0271,7.82761,7.92186
NSUN5,9.77653,9.90228,10.0052,9.72693,9.55117,10.1157,9.90139,9.93492
PPP1R2,4.96142,4.89192,4.97266,5.18539,5.0472,5.25959,5.26038,4.80819
ZNF638-IT1,10.1518,10.0918,10.0857,10.0421,10.1516,9.95269,9.94232,9.94997
LOC157562,5.53209,5.36562,5.91254,5.38025,5.64007,5.67419,5.43092,5.37807
213777_s_at,4.44955,4.64141,4.52488,4.22431,4.67293,4.45521,4.45521,4.27517
ZNF276,6.59635,6.60098,7.10393,6.77728,6.57612,6.99752,6.79235,6.96259
EMID1,6.59206,6.47804,6.88904,6.50086,6.63408,6.67626,6.59573,6.58656
TCHH,5.78321,6.0924,6.03181,6.17354,5.6546,5.18342,5.43585,5.62451
PPP1R37,4.49537,4.54406,4.74196,4.67632,4.43298,4.52996,4.3709,4.38416
MYOZ2,3.26936,3.3018,3.14804,3.18652,3.18725,3.29028,3.41801,3.41729
MFNG,5.04276,5.03508,4.92512,4.70355,4.71818,5.17125,4.61507,4.86129
IFT27,5.08249,5.19064,5.56754,5.23896,5.32333,6.16823,5.59774,5.36725
IPO9,5.17015,5.11518,5.09242,4.89858,4.8436,4.69256,4.85635,5.05476
TAX1BP1,6.47529,6.29511,6.13046,6.27343,6.85296,6.48088,6.80862,6.41223
EBP,10.2057,10.3019,10.2474,10.1723,9.73899,9.66605,9.65308,9.89972
213788_s_at,8.10631,8.18098,8.02437,8.03763,8.16669,7.97283,8.09987,7.8939
EBP,8.45265,8.61337,8.44708,8.32869,8.52773,8.2945,8.3226,8.38683
ADAM12,3.4757,3.31232,3.55698,3.28467,3.36337,3.6752,3.4368,3.43929
PENK,3.40735,3.45912,3.68918,3.59327,3.61387,3.76968,3.52905,3.61864
INSR,7.31537,7.20745,6.90649,6.77519,7.47608,6.89688,7.10817,6.98682
HOMER1,8.91804,8.96827,8.64735,8.98815,8.94182,8.49427,8.83863,8.85001
NGDN,9.55628,9.65154,9.6449,9.63428,9.66575,9.84668,9.94278,9.77622
PTPRA,7.03215,7.09365,6.92682,7.11483,7.21713,6.05499,6.98692,6.6922
SPRR1A,4.10602,4.33564,4.06338,3.84701,4.23827,4.01505,4.1871,3.90358
RSAD2,3.91829,3.97298,3.86229,3.84298,3.88064,3.88064,3.88064,3.85078
CAP1,9.847,9.98774,9.91092,9.97426,9.75396,9.93673,9.7642,9.73612
PTPRA,5.49932,5.7268,5.39283,5.4478,5.76977,5.68838,5.63078,5.56571
CFH,3.61645,3.58759,3.59128,3.51318,3.589,3.54614,3.52556,3.56343
RPSAP19,13.7879,13.7615,13.7867,13.82,13.7577,13.7926,13.8148,13.7572
PRSS12,3.07744,3.16649,3.01941,3.05557,3.16485,3.07493,3.04283,3.01941
KPNB1,7.9739,7.96597,7.99234,8.3365,7.88236,7.54483,7.88012,7.9613
INPP5B,6.46921,6.73041,6.55901,6.44501,6.56979,6.44501,6.59681,6.40725
ABHD5,6.28944,6.09173,5.59356,6.31609,6.10291,5.28019,5.95858,5.46595
PURA,5.21715,4.91098,5.18361,5.08269,5.0351,5.29029,4.99803,4.84349
MET,6.89876,6.98642,7.02435,6.93146,7.13613,6.8381,6.81978,6.87257
ADAM23,3.39327,3.32969,3.22583,3.35583,3.13396,3.53949,3.27568,3.41679
TCF3,5.50234,5.31194,5.91009,4.89196,5.25888,5.55736,5.61271,5.42095
AKIRIN2,5.07583,5.28364,5.15363,5.51792,5.21051,5.10686,5.77373,5.07659
TCF3,9.95524,9.77439,9.95811,9.76672,9.62861,9.68761,9.44599,9.70943
CAMKK2,9.11879,9.04669,9.08618,9.05793,8.99972,8.77115,8.7084,8.81656
213813_x_at,7.04546,6.9253,6.8961,6.95104,7.13334,6.83508,7.23819,6.56105
SNTB2,4.02749,3.94749,3.96421,3.85917,4.14176,3.92157,3.92404,4.03296
CACTIN,5.96161,5.85081,6.00325,5.78407,5.91331,6.25995,5.96161,6.12374
MET,3.53858,3.58389,3.52087,3.51353,3.35641,3.46051,3.39383,3.27201
IRAK3,2.95662,3.01708,2.89422,3.02777,3.00261,2.93643,2.90899,2.87
TMEM223,5.98502,6.02598,6.2003,6.05272,6.20868,6.15562,6.04016,5.98135
FLOT1,5.45019,5.89855,6.04956,5.69925,5.6461,5.82952,5.85064,5.69273
STARD5,5.8336,5.98786,6.00775,6.15167,6.34066,6.68613,7.09356,6.70476
IDS,4.44037,4.9845,4.59154,4.50305,4.2991,4.63711,4.58514,4.39813
UBE3B,8.80767,8.65116,8.71232,8.71592,8.93497,8.88476,8.74711,8.67366
HOXA11,5.07549,4.91644,5.4321,5.08743,4.91703,5.20526,4.88187,5.04287
OLIG2,3.86471,3.83881,3.76578,3.80477,3.4664,4.07979,3.62725,3.76578
OLIG2,3.75656,3.899,3.80549,3.45113,3.4868,3.79746,3.5463,3.82308
H3F3A,7.1576,7.24768,7.21806,7.32817,7.17975,6.79995,7.34974,7.00534
ARHGAP33,6.28464,6.368,6.38931,6.16758,6.27347,6.56201,6.1923,6.21431
H3F3AP4,13.4811,13.4008,13.4993,13.3164,13.3962,13.3817,13.0986,13.3411
RTEL1,6.54616,6.57883,6.75509,6.57612,6.5675,7.04085,6.54456,6.61268
YME1L1,4.45888,4.28104,4.63912,4.19201,4.20666,4.85286,4.26494,4.35192
LOC100509457,3.91076,3.76582,4.17273,3.62636,3.67842,3.83458,3.78291,3.74779
KCND3,4.02453,3.91428,3.76678,3.89217,3.81031,3.96312,3.81744,4.12182
NOP16,5.65083,5.9044,6.08483,5.82109,5.79832,5.82109,5.84385,5.74035
IQSEC3,4.24542,4.05488,4.0587,4.01542,3.82727,4.15893,3.76018,4.01717
GTPBP3,7.41306,7.4376,7.49055,7.47537,7.32762,7.24031,7.25623,7.38721
WIPI1,9.19001,8.94295,8.93546,9.18574,10.1233,10.355,10.716,10.2198
L3MBTL1,4.67182,4.74544,4.99308,4.66379,4.82337,4.95605,4.75281,4.68441
NOL7,7.74129,7.67263,7.5164,7.82753,7.67716,7.31604,7.73113,7.67605
CLMN,6.70856,6.15218,6.13402,6.2155,6.92004,5.94393,5.89604,6.13915
MRPS12,5.75998,5.33894,5.92553,5.6087,5.69299,5.74919,5.36841,5.56742
TNR,4.2172,4.22447,4.38099,3.98477,4.1002,4.17977,3.99136,4.20898
NSUN5P2,8.9772,9.04978,9.09708,8.95156,8.75062,9.29793,9.00798,8.97278
SLC6A8,7.0993,7.08393,7.20919,7.09345,7.01847,7.23463,6.88784,6.75638
HOXA5,6.78101,6.978,7.01504,6.9457,7.11908,7.30354,7.50658,7.08688
GRIK2,3.49996,4.05521,3.94128,3.65229,3.81008,3.90702,3.74165,3.8804
COX7C,10.2035,10.0968,10.2366,10.0661,10.2255,10.0723,9.99057,10.1146
PRPH,7.28738,7.10432,7.18461,7.03492,7.6249,7.8824,7.90166,7.58297
DUSP7,5.87233,5.83041,5.76455,6.11514,5.66224,5.53015,5.7348,5.86776
PPP2R2B,3.33651,3.4068,3.68767,3.36527,3.44107,3.65366,3.38324,3.4068
SCAF11,9.55618,9.52663,9.36024,9.36642,9.47081,9.54295,9.23119,9.1232
TMEM110,7.10846,7.19558,7.14638,7.365,6.79521,7.13544,7.04996,7.05092
RBM8A,8.69006,8.77284,8.78158,8.72181,8.52229,8.07232,7.94919,8.21297
DNAJC24,6.96929,7.09184,6.93029,7.26595,7.38857,7.38637,7.82114,7.61278
SYNGR1,5.87807,5.70962,5.73987,5.69711,5.63592,5.78384,5.60862,5.78363
LIPE,4.26777,4.32832,4.11737,3.98738,4.1322,4.33081,3.98804,4.20908
CD47,3.11174,3.39738,3.20325,3.41434,3.2116,3.21553,3.11561,3.36864
CD47,11.1925,11.1743,11.1243,11.2179,11.1347,10.7742,11.0051,11.1096
ZNF250,6.40601,6.46125,6.63739,6.41656,6.45092,6.22179,6.35566,6.68869
SMARCA5,8.02291,8.0004,7.96419,8.1118,8.02557,8.26499,8.08942,7.92585
CSNK1A1,11.2321,11.3959,11.289,11.282,11.3097,11.4594,11.5671,11.2445
METTL21B,6.70681,6.66875,6.44083,6.85257,7.13307,7.2536,7.30725,6.77608
213862_at,4.18778,3.97701,4.20871,4.10324,4.20702,4.13495,3.91296,3.90371
OAZ3,5.74524,5.86473,5.69432,5.98724,5.49444,5.47918,5.78754,5.57401
NAP1L1,12.4103,12.3883,12.3362,12.3547,12.3262,12.2698,12.3423,12.2711
DCBLD2,4.78124,4.6674,4.58188,4.42504,4.77435,4.56457,4.50931,4.59801
SAMD14,5.24786,5.47927,5.6177,5.30856,5.3282,5.7182,5.26087,5.07201
ACTB,13.5683,13.6856,13.7034,13.6838,13.5297,13.668,13.5998,13.6399
DHRS7,5.39256,5.75748,5.68738,5.58724,5.81308,5.82301,5.83599,5.65181
THY1,4.32865,4.42071,4.51908,4.13265,4.1183,4.34491,4.28248,4.19718
COL11A2,5.13205,4.89414,5.13625,5.00933,5.07873,5.34259,5.12381,5.41842
DNPH1,5.9439,5.68122,6.00336,5.83972,5.87972,6.0565,5.82739,5.86186
BE465032,11.9092,11.9296,11.8861,11.8758,11.9724,12.0391,12.0716,11.8782
ST3GAL6,4.147,4.08527,4.2348,3.64954,3.97574,4.33531,3.92123,4.31812
SERPINA4,5.53397,5.73595,5.6166,5.36215,5.20216,5.47239,5.43711,5.52114
C6orf62,8.21442,8.39493,8.20231,8.62607,8.42152,8.52542,8.61875,8.20362
ZRSR2,7.51164,7.5416,7.44898,7.34332,7.70879,8.42704,8.24661,7.74969
TCEB2,7.16169,6.91353,7.06425,6.95146,6.88568,7.07274,6.87886,6.91428
PYROXD1,7.6924,7.72101,7.3385,7.66264,7.59563,7.16944,7.67047,7.47153
AV726646,8.17853,8.36543,8.12892,8.35478,8.40449,8.11922,8.34074,8.10769
LGR5,3.06008,3.02127,3.18773,3.02094,2.94206,3.0748,2.89618,2.99208
LOC101929087,12.8734,12.9005,12.8507,12.8639,12.926,12.8407,12.8583,12.8546
TM2D1,6.11857,5.97699,5.79365,6.44219,6.29663,5.87229,6.10554,6.06991
TM2D1,8.46814,8.38268,8.09657,8.47692,8.68776,8.19006,8.6579,8.32191
TRIM3,4.6429,4.64264,4.86527,5.04319,4.82865,4.69411,4.8506,4.72625
TRIM3,4.94511,4.96674,4.84756,5.19063,4.83679,5.05271,4.8506,4.67505
POLR2E,9.43226,9.51439,9.62157,9.42605,9.11165,9.02877,9.16368,9.33423
TRAF3IP3,3.76563,3.86393,4.22517,3.57447,3.52778,3.81659,3.76132,3.79327
PIGL,6.72136,6.77133,6.72205,7.03758,6.80056,7.19024,7.27973,6.90267
RPS16,13.8859,13.9142,13.8867,13.868,13.9146,13.924,13.966,13.9607
TCF4,3.56216,3.34192,3.22016,3.33314,3.33738,3.40674,3.3216,3.40645
APRT,10.6408,10.6792,10.7091,10.5371,10.3288,10.2199,10.2888,10.5947
PMS2P9,9.26705,9.32578,9.48431,9.12997,9.15427,9.4001,9.11155,9.08566
THSD7A,3.50378,3.23469,3.57593,3.31298,3.31614,3.47214,3.31641,3.52907
EMP1,3.11492,3.22855,3.33503,3.0372,3.34827,3.47942,3.2449,3.38179
FAM149B1,7.19902,7.28019,7.01154,7.21887,7.33528,7.35047,7.38606,7.29523
MRPL23,9.22602,9.29873,9.2837,9.0542,8.9647,8.82034,8.80553,9.01083
RBFOX2,4.43355,4.30874,4.61198,4.35711,4.55511,4.54687,4.56254,4.58516
METAP2,6.5322,6.49087,6.35787,7.00248,6.29515,5.96082,6.3256,6.37675
FAM189A2,5.8173,5.63654,6.30234,5.92269,6.0245,6.41924,6.07194,6.42104
RBFOX2,6.20738,6.17801,6.26796,6.53329,6.11799,6.20273,6.27132,6.26825
ASAH1,9.78018,9.56735,9.68481,9.74163,9.83062,9.81697,9.67068,9.78874
CNOT9,5.01657,4.87422,4.46111,4.73498,4.98496,4.51574,4.74479,4.9809
FRRS1L,3.28986,3.38297,3.15411,3.20483,3.16053,3.35448,3.21053,3.13976
BGN,4.82939,4.84119,4.99628,4.58596,4.45332,4.71918,4.64617,4.82117
MYBL1,7.51222,7.87559,7.51413,8.18557,7.04652,6.25385,6.53594,7.23693
EEF1E1,6.36728,6.6711,6.48967,6.9077,6.58572,6.56732,7.08314,6.51668
WHAMMP2,3.36909,3.52771,3.613,3.45294,3.24368,3.3552,3.41127,3.39337
LRRC15,5.0687,4.97947,5.11833,4.79278,5.17513,5.22577,5.03977,4.88973
IGFBP7,3.20892,2.94182,3.22777,2.94862,3.06796,3.16638,3.16649,3.11279
H2AFZ,12.5958,12.8397,12.5322,12.8085,12.6244,12.4208,12.5621,12.6544
TBC1D30,8.78829,8.92611,8.58063,8.88332,8.84932,8.88143,8.85954,8.97537
TBC1D30,9.12965,9.14079,8.82004,9.26671,9.06204,8.98624,9.25947,8.98697
SPTBN1,4.60904,4.80643,5.06076,4.54119,4.63177,5.1384,4.79531,4.72585
NKG7,3.84617,3.96209,3.85251,3.72256,3.84517,4.0268,3.68052,3.7512
ZNF625-ZNF20,7.4448,7.58711,7.58792,7.45828,7.40721,7.38349,7.17899,7.22177
PAX8,5.71305,5.77618,5.83755,5.57273,5.97815,6.0887,5.63952,5.79063
NIPBL,8.72157,8.47868,8.26023,8.68495,8.73165,8.12149,8.71543,8.55242
DNAJC4,5.6619,5.65702,5.85981,5.5776,5.67811,5.74903,5.63459,5.70085
CUX2,3.5563,3.51175,3.41933,3.47257,3.49623,3.37349,3.54811,3.52511
SST,3.62698,3.69681,3.72448,3.60763,3.67894,3.73328,3.69653,3.6006
TTBK2,3.35614,3.56013,3.44979,3.63178,3.56858,3.55577,3.52964,3.38772
RAP2B,8.99422,9.05214,8.80987,9.18674,9.25201,9.07425,9.37154,9.10516
GNAL,3.89551,3.97448,4.01534,3.72177,3.83987,4.16299,3.87826,4.07223
STUM,4.35974,4.5107,4.6683,4.49975,4.49899,4.66598,4.43416,4.55355
AGFG1,6.50679,6.34885,6.46523,6.54069,6.49387,6.25693,6.7081,6.63125
MAP3K9,7.23815,7.47338,7.05518,7.63266,7.43692,7.16562,7.64329,7.63643
AGFG1,4.37381,4.10002,4.62424,4.87807,4.12019,4.31211,4.12084,4.3105
EXPH5,3.73229,3.87397,3.76776,3.81984,4.43553,3.63146,4.59787,4.2273
ATG12,6.19393,6.00758,6.24952,6.30372,6.09164,5.67102,5.90223,5.94317
ID2B,5.92692,5.88904,5.81295,6.245,5.80833,5.36224,5.57969,5.44942
HLA-A,10.7473,10.5168,10.7188,10.2463,10.7861,10.6535,10.4294,10.4341
PTGER3,5.72215,5.38646,5.72783,6.16493,5.58698,5.055,5.61987,5.62221
ZNF23,7.08388,6.81472,6.61365,7.10466,7.08059,6.47266,6.73757,6.66944
ABHD5,5.38086,5.51538,5.33084,5.79111,5.52937,5.18505,5.40755,5.46483
SFTPB,6.06903,6.0059,5.85691,5.70005,5.7834,5.85232,6.00124,5.95042
FTSJ1,7.59472,7.61801,7.62052,7.66891,7.80379,8.38383,8.45984,8.03715
ERC2,4.84035,4.70412,4.42803,4.63211,5.13092,4.6515,4.7307,4.26641
RUFY3,5.5674,5.61854,5.4255,5.75417,5.90261,5.5156,5.8458,5.37083
FNBP1,8.17153,8.2787,7.96445,8.18729,8.10446,8.14767,8.05251,7.91774
RPS7,13.5271,13.5928,13.3791,13.6052,13.5373,13.4825,13.5509,13.5498
MEGF6,5.53802,5.77543,5.67465,5.4028,5.31061,5.77004,5.36764,5.36435
TWIST1,5.94831,6.06296,5.94395,6.16737,5.93507,5.5568,5.8495,5.56171
GNA11,7.83244,7.69983,7.74317,7.64364,7.60731,7.88103,7.47356,7.62274
NUP210,6.9974,7.08792,6.81218,7.01746,6.89121,6.72245,6.77506,6.8015
OBSL1,5.1384,4.78294,5.31943,4.79137,4.91815,4.99413,4.8506,5.10088
NUP210,8.4036,8.59318,8.38834,8.28949,8.40452,8.11861,7.9942,8.2169
CADM3,4.19035,4.04053,4.24444,3.68147,3.90811,4.30737,4.06797,3.91359
DOHH,4.56332,4.60395,4.69064,4.49153,4.8506,4.90165,4.56122,4.67184
PPP3CC,3.92825,3.84508,3.82786,3.9445,3.85541,3.83916,3.78939,4.00589
PSMC3IP,6.76637,7.22547,6.57725,7.13489,6.28011,6.12703,6.63486,6.57637
ALOX5,3.61231,3.78267,3.83387,3.61377,3.57695,3.77741,3.52467,3.64308
KRT20,3.86732,4.09964,4.33837,4.16393,4.14498,4.47773,4.45928,4.27574
FAM169A,5.20752,4.98227,4.90575,5.72862,5.0121,4.72316,5.06793,5.11511
MYOZ3,4.66744,4.6336,5.06516,4.40444,4.76655,4.863,4.59433,4.70882
CEP350,7.86438,7.69011,7.60713,7.69318,8.14694,7.89726,8.03034,7.75816
CEP350,6.12446,5.65418,6.01233,6.00271,6.42583,5.67868,6.03866,6.05571
CD6,5.81939,5.83767,5.93581,5.81828,5.6574,5.87401,5.7209,5.95709
RPGRIP1L,4.11352,4.22857,3.73705,4.43988,4.47769,4.08378,4.56907,4.56536
NTRK3,3.31996,3.193,3.13731,3.0584,3.19441,3.00979,3.19441,3.35018
TAF6L,5.14374,5.12508,5.25425,5.11091,5.13882,5.14843,5.12003,5.14607
ANKLE2,3.80066,3.90811,4.50987,4.00671,3.79211,4.15912,3.94342,3.80034
SAP30,5.20838,5.31591,5.19561,5.43134,5.24529,5.42759,5.39515,5.02032
RPARP-AS1,5.5427,5.94166,4.58511,6.11282,5.23388,5.03158,5.39197,5.12694
CHD5,6.09576,6.27627,6.42175,6.25839,6.28164,6.41003,6.19662,6.44368
HMG20B,4.37402,4.50351,4.77497,4.6726,4.62617,4.53576,4.6,4.36094
RALYL,4.14665,3.99703,4.25626,3.80373,4.06634,4.61278,4.15007,4.04745
213968_at,3.8365,3.8351,4.05,3.55873,3.74919,3.92978,3.76722,3.9812
RPL29,13.2012,13.2003,13.2584,13.1807,13.1858,13.2172,13.2125,13.249
RABL3,6.68161,6.91463,6.80489,6.77064,6.90469,6.83545,6.73291,6.62716
SUZ12P1,7.64142,7.83693,7.25699,7.61921,7.50331,7.00467,7.29553,7.24768
213972_at,5.55493,5.44551,5.33306,5.4821,5.17566,5.46182,5.50704,5.50767
RRBP1,4.70417,4.42071,4.86529,4.50716,4.73506,5.18139,4.91857,5.15101
ADAMTSL3,3.2916,3.43264,3.3131,3.16916,3.27614,3.28717,3.10624,3.3475
LYZ,3.10918,3.04911,3.44387,3.04656,3.10521,3.34755,3.0011,3.06986
CIZ1,5.30173,5.33828,5.19659,5.35942,5.3242,5.23572,5.48348,5.19917
CIZ1,8.68528,8.75288,8.87644,8.66359,8.58483,8.74244,8.73548,8.74864
MTSS1L,5.26158,5.4487,5.83504,5.30018,5.40462,5.93309,5.49633,5.62627
BF984434,9.71184,9.61349,9.48884,9.59637,9.78729,9.61331,9.52648,9.58231
CTBP1,9.18414,9.18751,8.94525,9.18914,9.05589,8.57357,9.10041,9.11204
COMT,6.43537,6.19709,5.96572,6.01974,6.06759,6.25775,6.07501,6.22849
RABGAP1L,5.57052,5.66176,5.73404,6.16979,5.41975,5.1384,5.90369,5.86428
PDS5A,7.63424,7.92804,7.64144,7.98336,7.98946,8.11755,8.15788,7.76121
PDS5A,6.51815,6.82638,6.0934,7.04101,6.96259,6.7727,7.41705,6.72415
TMEM259,5.00452,5.31154,5.33921,4.90397,4.80991,5.41758,5.13464,5.13058
TMEM259,6.08989,6.0808,6.02965,6.27359,5.95419,6.17501,6.05007,5.8847
CDK13,5.05036,5.15797,5.16015,5.04781,4.90824,5.22207,4.91857,5.08443
SAT1,7.74659,7.7551,7.50792,7.48442,8.47029,8.77419,8.66379,8.08505
SETD4,6.87471,6.98502,7.11504,6.97637,7.08908,7.43955,7.52047,7.2314
PAK5,4.83799,4.91338,5.24521,4.75469,4.88692,5.60058,4.8506,5.06268
HS3ST1,4.73881,4.5182,4.57091,4.55501,4.61472,4.70302,4.44893,4.64249
COL4A6,4.24467,4.22082,4.68852,4.43437,4.20424,4.62423,3.99165,4.29566
SPON1,3.35362,3.2455,3.37144,3.09167,3.23112,3.18131,3.20324,3.0598
SPON1,2.94708,3.05788,3.09801,3.0584,3.03783,3.05325,3.19235,3.20324
ATP5S,8.82349,8.85137,8.49003,8.82193,8.76094,8.71582,8.6515,8.79575
YPEL1,5.1198,4.93679,5.25008,4.69474,5.4129,4.94111,4.7901,4.89796
FAM189A1,4.0866,3.87164,3.99504,3.74144,4.09997,4.09944,3.80256,4.13607
DDX17,6.45284,6.68788,6.28803,6.35049,6.56734,6.52909,6.16602,6.16973
YIPF4,6.11995,5.89193,5.87406,5.96791,6.08191,5.86774,6.03668,5.98017
RGS10,5.63033,5.57624,5.63033,5.69072,5.46011,5.66537,5.69802,5.31266
RPS10,7.14762,7.10432,6.93534,7.22193,7.0179,6.93534,7.21406,6.936
MYL6,6.19186,6.32862,6.66003,6.36778,6.29755,6.52074,6.3379,6.34512
SNORD54,13.7067,13.754,13.6881,13.7452,13.7322,13.6652,13.763,13.7493
VGLL4,8.53158,8.56572,8.41646,8.45164,8.80807,8.70093,8.66219,8.57231
GGCX,9.6788,9.65329,9.59555,9.43301,9.65308,9.7066,9.6861,9.57407
GGCX,8.79183,8.82471,8.75131,8.64246,8.77983,8.85208,8.82107,8.79405
TWF1,8.54183,8.42406,8.44149,8.46697,8.52559,8.42544,8.40823,8.28065
TWF1,4.97075,5.19201,5.16061,5.58035,5.38205,5.0582,5.40243,4.83283
MSL3,5.66212,5.42508,5.41352,5.77104,5.56899,5.68053,5.91446,5.74239
ATP9B,5.89315,5.53021,5.84519,5.75421,5.67837,6.0019,5.50303,5.6867
NOP16,10.4672,10.5603,10.6885,10.7301,10.255,10.3438,10.5278,10.5214
ERAP1,2.87847,2.93976,2.94841,3.09167,2.99915,3.03006,3.12042,3.01461
TBC1D1,3.94931,4.08076,4.3573,3.79494,4.0577,4.10881,4.0521,4.17754
CDC42EP2,6.71739,6.65783,6.44604,6.59952,6.09324,6.4171,5.98997,6.01936
SOCS7,4.51893,5.00393,4.87658,4.67611,5.04952,5.30574,4.87698,4.83471
SFPQ,7.95164,7.90414,7.53679,7.82005,8.09465,7.99129,8.14214,7.71202
DHX34,6.51696,6.74529,6.68788,6.6741,6.59083,6.61875,6.77048,6.62244
GRIP1,3.84017,3.85524,4.01448,3.72056,3.7852,3.76722,3.81422,3.93199
Z23022,4.10689,4.14559,4.28739,4.17477,4.17477,4.30308,4.47007,4.14744
ITGB5,8.36507,8.36574,8.16985,8.47632,8.39273,8.17839,8.34014,8.45801
ITGB5,4.61212,4.45062,4.53534,4.69905,5.02692,4.28184,4.81052,4.67395
IFITM1,9.68759,9.17311,8.84462,8.42675,9.67322,8.94011,8.35413,8.49497
TUBB2B,3.52325,3.47613,3.5172,3.11227,3.25675,3.40894,3.39771,3.44876
DGCR6L,5.05524,5.01802,4.54835,4.91236,4.88602,5.17513,4.93046,4.98618
